UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2119,L02119,L,298.3,308.6,1343,28.6,94,0,0,0,0,0,0
2120,L02120,L,300.1,310.8,1627,42.2,171,0,0,0,0,0,0
2121,L02121,L,304.2,313.9,1681,33.4,170,0,0,0,0,0,0
2122,L02122,L,299.3,310.2,1518,22.9,47,0,0,0,0,0,0
2123,L02123,L,299.1,308.3,1711,33.2,163,0,0,0,0,0,0
2124,L02124,L,302.2,311.8,1223,52.5,222,0,0,0,0,0,0
2125,L02125,L,302.3,312.0,1515,41.4,141,0,0,0,0,0,0
2126,L02126,L,298.3,307.8,1770,4.5,121,0,0,0,0,0,0
2127,L02127,L,299.5,307.5,1695,33.3,164,0,0,0,0,0,0
2128,L02128,L,299.0,309.0,1787,49.0,204,1,0,0,1,0,0
2129,L02129,L,300.1,310.0,1382,37.0,57,0,0,0,0,0,0
2130,L02130,L,302.2,313.3,1683,45.2,41,0,0,0,0,0,0
2131,L02131,L,298.4,307.1,1415,36.0,165,0,0,0,0,0,0
2132,M02132,M,302.2,311.5,1619,41.8,12,0,0,0,0,0,0
2133,H02133,H,300.2,311.4,1762,40.4,214,0,0,0,0,0,0
2134,H02134,H,304.7,314.9,1341,33.5,81,0,0,0,0,0,0
2135,M02135,M,300.6,311.2,1168,45.7,31,0,0,0,0,0,0
2136,M02136,M,299.8,310.3,1870,55.3,196,0,0,0,0,0,0
2137,L02137,L,301.1,311.6,1598,43.8,56,0,0,0,0,0,0
2138,M02138,M,299.3,311.1,1479,41.0,105,0,0,0,0,0,0
2139,M02139,M,296.4,306.5,1468,31.6,108,0,0,0,0,0,0
2140,H02140,H,299.5,308.5,1168,49.4,213,0,0,0,0,0,0
2141,H02141,H,299.5,310.1,1542,34.9,72,0,0,0,0,0,0
2142,L02142,L,296.8,306.2,1394,45.6,160,0,0,0,0,0,0
2143,M02143,M,299.9,309.7,1510,47.6,253,1,0,0,0,1,0
2144,H02144,H,295.9,306.2,1506,49.9,157,0,0,0,0,0,0
2145,L02145,L,299.3,308.5,1168,50.1,36,0,0,0,0,0,0
2146,H02146,H,300.5,310.0,1598,49.7,77,0,0,0,0,0,0
2147,L02147,L,300.2,310.7,1538,27.4,135,0,0,0,0,0,0
2148,H02148,H,299.2,308.6,1565,31.4,87,0,0,0,0,0,0
2149,M02149,M,299.8,310.8,1463,26.3,134,0,0,0,0,0,0
2150,L02150,L,298.4,307.4,1510,25.6,137,0,0,0,0,0,0
2151,M02151,M,300.0,309.0,1535,55.3,189,0,0,0,0,0,0
2152,L02152,L,300.1,312.0,1555,30.1,158,0,0,0,0,0,0
2153,M02153,M,298.2,306.7,1595,28.7,180,0,0,0,0,0,0
2154,M02154,M,300.5,310.5,1557,39.4,58,0,0,0,0,0,0
2155,M02155,M,300.5,312.4,1870,32.5,110,0,0,0,0,0,0
2156,H02156,H,299.7,309.6,1355,62.6,214,1,0,0,0,1,0
2157,L02157,L,304.8,316.2,1425,37.3,190,0,0,0,0,0,0
2158,L02158,L,299.7,310.4,1839,44.5,46,0,0,0,0,0,0
2159,L02159,L,299.4,309.4,1469,32.2,16,0,0,0,0,0,0
2160,L02160,L,299.2,309.0,1686,23.4,165,0,0,0,0,0,0
2161,L02161,L,298.1,305.9,1527,32.7,112,0,0,0,0,0,0
2162,L02162,L,301.4,311.1,1454,32.8,104,0,0,0,0,0,0
2163,L02163,L,298.6,308.9,1697,32.8,6,0,0,0,0,0,0
2164,L02164,L,298.9,309.1,1604,24.0,97,0,0,0,0,0,0
2165,H02165,H,298.9,311.4,1193,41.4,50,0,0,0,0,0,0
2166,L02166,L,298.0,308.3,1535,36.6,9,0,0,0,0,0,0
2167,H02167,H,296.5,307.1,1301,24.6,106,0,0,0,0,0,0
2168,L02168,L,299.1,310.2,1754,41.1,209,0,0,0,0,0,0
2169,L02169,L,301.7,312.3,1851,47.6,226,1,0,0,1,0,0
2170,M02170,M,300.4,310.3,1875,52.0,63,0,0,0,0,0,0
2171,L02171,L,303.1,313.0,1572,15.8,70,0,0,0,0,0,0
2172,L02172,L,301.5,311.2,1408,32.7,25,0,0,0,0,0,0
2173,M02173,M,301.0,311.5,1564,26.3,233,0,0,0,0,0,0
2174,L02174,L,303.8,313.6,1312,33.5,16,0,0,0,0,0,0
2175,L02175,L,299.8,310.4,1969,53.9,237,1,0,0,1,0,0
2176,M02176,M,300.1,309.1,1739,32.7,165,0,0,0,0,0,0
2177,L02177,L,300.0,310.1,1561,35.2,199,0,0,0,0,0,0
2178,H02178,H,303.1,314.6,1699,31.7,61,0,0,0,0,0,0
2179,L02179,L,300.0,309.8,1402,56.3,154,0,0,0,0,0,0
2180,H02180,H,298.7,310.5,1278,17.0,33,0,0,0,0,0,0
2181,M02181,M,301.2,311.3,1168,34.4,170,0,0,0,0,0,0
2182,H02182,H,298.4,308.3,1517,31.3,157,0,0,0,0,0,0
2183,H02183,H,301.1,311.2,1458,22.8,213,0,0,0,0,0,0
2184,L02184,L,300.8,310.5,1604,51.0,163,0,0,0,0,0,0
2185,M02185,M,299.6,307.6,1503,22.0,249,0,0,0,0,0,0
2186,L02186,L,301.1,312.0,1595,35.4,124,0,0,0,0,0,0
2187,H02187,H,297.0,309.2,1662,39.2,145,0,0,0,0,0,0
2188,M02188,M,300.3,310.8,1208,32.5,22,0,0,0,0,0,0
2189,L02189,L,299.1,309.6,1674,22.7,27,0,0,0,0,0,0
2190,H02190,H,305.7,315.5,1419,38.3,49,0,0,0,0,0,0
2191,L02191,L,300.3,311.5,1604,32.4,30,0,0,0,0,0,0
2192,M02192,M,298.8,308.8,1704,48.1,38,0,0,0,0,0,0
2193,M02193,M,297.2,307.5,1706,45.2,69,0,0,0,0,0,0
2194,L02194,L,302.6,311.0,1526,59.4,70,0,0,0,0,0,0
2195,M02195,M,299.3,308.8,1536,41.1,179,0,0,0,0,0,0
2196,H02196,H,298.4,308.8,1678,45.9,128,0,0,0,0,0,0
2197,L02197,L,300.7,311.6,1200,36.4,235,0,0,0,0,0,0
2198,M02198,M,301.3,312.2,1310,57.1,90,0,0,0,0,0,0
2199,L02199,L,301.3,309.7,1444,40.1,16,0,0,0,0,0,0
2200,M02200,M,300.0,308.6,1233,39.0,217,0,0,0,0,0,0
2201,L02201,L,300.3,310.9,1446,45.4,213,0,0,0,0,0,0
2202,H02202,H,300.5,309.7,1435,33.6,97,0,0,0,0,0,0
2203,H02203,H,300.7,311.6,1517,35.0,23,0,0,0,0,0,0
2204,L02204,L,300.8,309.2,1489,45.4,223,0,0,0,0,0,0
2205,L02205,L,302.2,312.1,1714,47.3,236,0,0,0,0,0,0
2206,M02206,M,300.1,310.1,1615,46.0,253,0,0,0,0,0,0
2207,M02207,M,298.4,308.8,1486,39.2,102,0,0,0,0,0,0
2208,L02208,L,299.7,308.7,1433,42.7,32,0,0,0,0,0,0
2209,L02209,L,301.5,309.5,1490,49.6,96,0,0,0,0,0,0
2210,L02210,L,296.4,306.6,1494,29.1,148,0,0,0,0,0,0
2211,H02211,H,296.4,307.0,2004,40.0,16,0,0,0,0,0,0
2212,L02212,L,301.8,312.8,1208,10.9,69,0,0,0,0,0,0
2213,H02213,H,303.0,312.7,1315,47.4,243,0,0,0,0,0,0
2214,L02214,L,297.5,308.2,1285,32.2,11,0,0,0,0,0,0
2215,H02215,H,300.2,310.7,1554,32.4,43,0,0,0,0,0,0
2216,L02216,L,299.2,310.5,1546,38.8,147,0,0,0,0,0,0
2217,L02217,L,299.5,309.4,1385,46.2,242,1,0,0,0,1,0
2218,H02218,H,300.6,308.9,1679,63.9,243,0,0,0,0,0,0
2219,H02219,H,297.4,307.3,1574,24.5,70,0,0,0,0,0,0
2220,L02220,L,297.8,307.9,1688,31.5,155,0,0,0,0,0,0
2221,L02221,L,299.4,309.9,1741,42.3,244,0,0,0,0,0,0
2222,L02222,L,299.7,308.2,1168,32.7,159,0,0,0,0,0,0
2223,L02223,L,297.7,307.4,1637,48.4,56,0,0,0,0,0,0
2224,L02224,L,301.6,312.4,1242,38.3,175,0,0,0,0,0,0
2225,H02225,H,299.2,309.1,1550,48.9,134,0,0,0,0,0,0
2226,L02226,L,299.2,308.9,1485,37.5,125,0,0,0,0,0,0
2227,M02227,M,300.6,312.5,1494,45.4,127,0,0,0,0,0,0
2228,L02228,L,299.7,308.7,1259,30.4,28,0,0,0,0,0,0
2229,L02229,L,301.7,312.9,1706,59.4,200,0,0,0,0,0,0
2230,M02230,M,298.1,309.2,1242,23.0,91,0,0,0,0,0,0
2231,L02231,L,297.2,307.0,1650,32.9,47,0,0,0,0,0,0
2232,M02232,M,299.4,309.3,1214,25.8,115,0,0,0,0,0,0
2233,L02233,L,300.1,310.1,1496,48.0,163,0,0,0,0,0,0
2234,H02234,H,297.5,307.7,1861,45.4,145,0,0,0,0,0,0
2235,M02235,M,297.2,306.6,1972,27.8,210,0,0,0,0,0,0
2236,H02236,H,300.4,309.9,1176,50.0,218,0,0,0,0,0,0
2237,L02237,L,298.5,308.1,1359,33.0,157,0,0,0,0,0,0
2238,L02238,L,297.1,306.8,1395,43.9,140,0,0,0,0,0,0
2239,L02239,L,301.9,311.6,1951,46.2,143,0,0,0,0,0,0
2240,M02240,M,298.7,306.5,1486,37.6,102,0,0,0,0,0,0
2241,L02241,L,302.3,312.4,1715,49.1,119,0,0,0,0,0,0
2242,L02242,L,300.1,309.5,1560,38.6,133,0,0,0,0,0,0
2243,L02243,L,300.6,308.7,1260,43.4,203,1,1,1,0,0,0
2244,L02244,L,299.6,309.2,1168,37.3,189,0,0,0,0,0,0
2245,L02245,L,294.7,304.3,1377,21.3,49,0,0,0,0,0,0
2246,L02246,L,297.7,309.0,1963,38.8,247,0,0,0,0,0,0
2247,L02247,L,299.7,309.2,1552,31.3,244,0,0,0,0,0,0
2248,M02248,M,300.7,311.4,1711,53.9,74,0,0,0,0,0,0
2249,L02249,L,296.4,307.8,1216,26.4,253,0,0,0,0,0,0
2250,L02250,L,299.9,309.3,1435,52.3,133,0,0,0,0,0,0
2251,M02251,M,297.8,307.7,1656,38.2,60,0,0,0,0,0,0
2252,M02252,M,300.5,312.2,1282,44.1,185,0,0,0,0,0,0
2253,L02253,L,300.0,310.2,1487,26.2,12,0,0,0,0,0,0
2254,M02254,M,301.5,311.9,1324,36.9,177,0,0,0,0,0,0
2255,H02255,H,302.1,311.7,1665,33.4,216,0,0,0,0,0,0
2256,M02256,M,300.9,311.6,1580,61.0,92,0,0,0,0,0,0
2257,H02257,H,301.7,311.7,1637,33.1,90,0,0,0,0,0,0
2258,M02258,M,299.3,307.5,1674,51.5,72,0,0,0,0,0,0
2259,L02259,L,305.6,315.3,1454,51.7,103,0,0,0,0,0,0
2260,L02260,L,297.6,306.4,1701,51.4,145,1,0,0,1,0,0
2261,M02261,M,298.9,309.1,1382,34.1,196,1,0,0,0,0,1
2262,H02262,H,301.8,310.9,1625,58.0,229,1,0,0,0,1,0
2263,L02263,L,301.5,312.0,1168,60.1,139,0,0,0,0,0,0
2264,L02264,L,301.0,311.0,1351,43.7,120,0,0,0,0,0,0
2265,M02265,M,301.4,310.1,1963,35.3,98,0,0,0,0,0,0
2266,L02266,L,295.8,305.3,1622,31.4,151,0,0,0,0,0,0
2267,M02267,M,303.2,313.8,1622,44.7,40,0,0,0,0,0,0
2268,M02268,M,299.6,310.7,1335,40.6,121,0,0,0,0,0,0
2269,M02269,M,302.5,311.6,1281,41.8,132,0,0,0,0,0,0
2270,H02270,H,295.9,304.8,1447,26.5,164,0,0,0,0,0,0
2271,M02271,M,300.5,312.5,1487,40.3,20,0,0,0,0,0,0
2272,M02272,M,298.9,308.9,1883,51.4,112,0,0,0,0,0,0
2273,M02273,M,301.1,311.2,1704,48.2,196,0,0,0,0,0,0
2274,H02274,H,300.6,309.9,1522,35.9,203,0,0,0,0,0,0
2275,H02275,H,300.7,310.9,1513,38.9,142,0,0,0,0,0,0
2276,L02276,L,297.9,309.6,1652,25.3,221,0,0,0,0,0,0
2277,M02277,M,299.9,310.1,1236,33.3,194,0,0,0,0,0,0
2278,L02278,L,299.6,310.7,1168,36.6,202,0,0,0,0,0,0
2279,H02279,H,301.0,311.0,1649,46.3,206,0,0,0,0,0,0
2280,M02280,M,302.0,311.0,1514,32.9,187,0,0,0,0,0,0
2281,L02281,L,300.3,309.6,1238,29.6,217,0,0,0,0,0,0
2282,L02282,L,297.4,306.3,1168,47.6,25,0,0,0,0,0,0
2283,L02283,L,300.2,310.4,1679,35.8,127,0,0,0,0,0,0
2284,M02284,M,305.2,316.4,1396,31.6,212,0,0,0,0,0,0
2285,L02285,L,303.3,313.5,1580,48.1,28,0,0,0,0,0,0
2286,L02286,L,294.1,303.7,1447,44.6,39,0,0,0,0,0,0
2287,H02287,H,300.1,309.3,1493,37.9,107,0,0,0,0,0,0
2288,M02288,M,301.9,312.2,1382,36.5,146,0,0,0,0,0,0
2289,L02289,L,299.6,308.4,1485,43.8,183,0,0,0,0,0,0
2290,L02290,L,299.1,307.9,1615,45.4,142,0,0,0,0,0,0
2291,H02291,H,299.5,310.4,1445,42.1,60,0,0,0,0,0,0
2292,M02292,M,301.1,310.8,1433,41.2,218,0,0,0,0,0,0
2293,M02293,M,297.7,307.4,1622,33.9,70,0,0,0,0,0,0
2294,L02294,L,302.4,312.2,1635,34.5,217,0,0,0,0,0,0
2295,L02295,L,299.9,310.6,1273,38.3,125,0,0,0,0,0,0
2296,L02296,L,298.1,308.3,1494,30.4,10,0,0,0,0,0,0
2297,M02297,M,302.2,311.5,1395,29.2,124,0,0,0,0,0,0
2298,L02298,L,296.9,306.2,1503,39.1,165,0,0,0,0,0,0
2299,L02299,L,298.9,308.7,1787,49.9,223,1,0,0,0,1,0
2300,M02300,M,298.9,309.2,1572,19.3,150,0,0,0,0,0,0
2301,H02301,H,304.3,314.3,1933,36.1,253,0,0,0,0,0,0
2302,M02302,M,298.6,308.5,1544,42.7,99,0,0,0,0,0,0
2303,L02303,L,295.7,305.7,1467,50.7,62,0,0,0,0,0,0
2304,L02304,L,298.8,308.8,1496,58.0,112,0,0,0,0,0,0
2305,L02305,L,300.9,310.1,1529,37.4,167,0,0,0,0,0,0
2306,L02306,L,301.6,312.7,1565,59.7,24,0,0,0,0,0,0
2307,M02307,M,304.6,314.1,1302,44.6,26,0,0,0,0,0,0
2308,L02308,L,302.8,312.9,1453,48.1,158,0,0,0,0,0,0
2309,M02309,M,300.4,308.3,1355,29.3,100,1,0,1,0,0,0
2310,H02310,H,298.2,308.0,1706,44.5,203,0,0,0,0,0,0
2311,H02311,H,303.2,312.1,1168,49.0,72,0,0,0,0,0,0
2312,L02312,L,299.3,308.3,1531,33.1,110,0,0,0,0,0,0
2313,L02313,L,298.7,311.1,1196,13.9,130,0,0,0,0,0,0
2314,L02314,L,299.2,309.4,1586,41.5,238,0,0,0,0,0,0
2315,L02315,L,297.5,308.7,1420,37.9,2,0,0,0,0,0,0
2316,L02316,L,299.1,309.9,1168,53.4,55,0,0,0,0,0,0
2317,L02317,L,299.5,310.5,1688,34.6,23,0,0,0,0,0,0
2318,M02318,M,301.5,311.3,1168,32.9,253,0,0,0,0,0,0
2319,L02319,L,299.2,310.8,1494,28.3,33,0,0,0,0,0,0
2320,H02320,H,297.5,308.3,1638,33.7,213,0,0,0,0,0,0
2321,L02321,L,296.8,306.8,1775,66.7,132,0,0,0,0,0,0
2322,L02322,L,300.4,310.7,1178,24.1,198,0,0,0,0,0,0
2323,L02323,L,300.1,310.0,1397,26.6,76,0,0,0,0,0,0
2324,L02324,L,298.9,308.9,1717,39.5,120,0,0,0,0,0,0
2325,L02325,L,299.1,309.0,1730,59.7,247,0,0,0,0,0,0
2326,H02326,H,300.8,311.2,1756,47.4,29,0,0,0,0,0,0
2327,L02327,L,302.8,314.5,2012,55.5,157,0,0,0,0,0,0
2328,L02328,L,298.4,307.2,1398,36.1,242,0,0,0,0,0,0
2329,M02329,M,300.2,311.3,1574,26.1,35,0,0,0,0,0,0
2330,L02330,L,301.9,311.5,1431,35.5,213,0,0,0,0,0,0
2331,M02331,M,298.4,309.7,1168,38.8,73,0,0,0,0,0,0
2332,L02332,L,300.0,309.6,1482,40.1,51,0,0,0,0,0,0
2333,H02333,H,299.9,310.3,1168,37.9,47,0,0,0,0,0,0
2334,L02334,L,297.4,307.2,1396,45.9,186,0,0,0,0,0,0
2335,L02335,L,300.3,308.6,1206,32.9,9,0,0,0,0,0,0
2336,M02336,M,300.1,311.8,1588,30.7,109,0,0,0,0,0,0
2337,H02337,H,301.1,310.2,1344,28.0,181,0,0,0,0,0,0
2338,L02338,L,297.6,307.7,1168,42.1,35,0,0,0,0,0,0
2339,M02339,M,300.0,309.0,1673,41.1,60,0,0,0,0,0,0
2340,L02340,L,302.8,311.4,1379,50.9,39,0,0,0,0,0,0
2341,L02341,L,304.2,314.0,1414,55.5,7,0,0,0,0,0,0
2342,L02342,L,302.6,312.0,1304,27.9,115,0,0,0,0,0,0
2343,M02343,M,297.6,306.5,1730,40.2,129,0,0,0,0,0,0
2344,L02344,L,300.9,310.9,1554,37.9,239,0,0,0,0,0,0
2345,M02345,M,299.0,307.6,1377,24.6,187,0,0,0,0,0,0
2346,L02346,L,300.6,310.7,1168,34.7,245,0,0,0,0,0,0
2347,H02347,H,298.5,308.3,2002,55.7,196,0,0,0,0,0,0
2348,H02348,H,296.6,304.1,1896,33.7,253,0,0,0,0,0,0
2349,L02349,L,299.3,308.8,1789,32.0,63,0,0,0,0,0,0
2350,L02350,L,301.4,311.9,1359,39.5,42,0,0,0,0,0,0
2351,L02351,L,300.6,309.5,1400,49.1,99,0,0,0,0,0,0
2352,H02352,H,300.8,311.3,1580,37.0,129,0,0,0,0,0,0
2353,L02353,L,300.4,310.9,1321,41.3,209,0,0,0,0,0,0
2354,M02354,M,300.8,309.8,1302,17.2,140,0,0,0,0,0,0
2355,L02355,L,301.1,311.0,1792,45.7,241,0,0,0,0,0,0
2356,M02356,M,299.5,310.3,1489,42.2,76,0,0,0,0,0,0
2357,L02357,L,300.2,309.3,1276,48.8,146,0,0,0,0,0,0
2358,M02358,M,303.5,313.3,1691,21.3,168,0,0,0,0,0,0
2359,H02359,H,300.3,311.4,1385,37.0,44,0,0,0,0,0,0
2360,L02360,L,300.1,309.2,1168,49.6,199,0,0,0,0,0,0
2361,H02361,H,300.2,310.7,1273,34.4,167,0,0,0,0,0,0
2362,L02362,L,299.6,308.5,1397,40.5,49,0,0,0,0,0,0
2363,L02363,L,299.1,309.0,1544,35.9,105,0,0,0,0,0,0
2364,H02364,H,300.4,310.9,1534,36.1,167,0,0,0,0,0,0
2365,M02365,M,299.0,306.6,1746,51.7,189,0,0,0,0,0,0
2366,M02366,M,299.7,309.2,1453,25.8,109,0,0,0,0,0,0
2367,L02367,L,298.4,308.8,1407,39.5,183,0,0,0,0,0,0
2368,L02368,L,300.2,310.4,1749,42.5,66,0,0,0,0,0,0
2369,L02369,L,301.2,310.6,1696,49.4,77,0,0,0,0,0,0
2370,M02370,M,299.6,308.5,1457,38.8,6,0,0,0,0,0,0
2371,L02371,L,296.0,306.6,1558,49.7,123,0,0,0,0,0,0
2372,L02372,L,301.2,310.9,1405,39.5,48,0,0,0,0,0,0
2373,L02373,L,300.2,310.8,1268,41.2,152,0,0,0,0,0,0
2374,L02374,L,298.0,308.4,1939,40.8,244,0,0,0,0,0,0
2375,L02375,L,301.5,311.1,1392,46.6,253,1,0,0,0,1,0
2376,L02376,L,297.2,308.3,1559,45.4,95,0,0,0,0,0,0
2377,H02377,H,302.1,311.5,1197,28.9,191,0,0,0,0,0,0
2378,M02378,M,299.9,311.1,1647,42.2,246,0,0,0,0,0,0
2379,L02379,L,295.5,306.8,1259,45.4,132,0,0,0,0,0,0
2380,M02380,M,300.4,311.4,1836,54.6,87,0,0,0,0,0,0
2381,H02381,H,299.2,309.0,1859,29.9,44,0,0,0,0,0,0
2382,L02382,L,298.9,311.4,1613,45.4,45,0,0,0,0,0,0
2383,L02383,L,298.5,308.7,1523,36.5,216,0,0,0,0,0,0
2384,L02384,L,299.7,310.0,1463,41.9,66,0,0,0,0,0,0
2385,L02385,L,299.0,309.0,1490,29.3,68,0,0,0,0,0,0
2386,M02386,M,296.3,305.2,1582,39.9,192,0,0,0,0,0,0
2387,H02387,H,302.5,313.8,1518,43.2,217,0,0,0,0,0,0
2388,L02388,L,299.5,308.9,1696,30.3,53,0,0,0,0,0,0
2389,M02389,M,298.5,309.5,1316,54.5,177,0,0,0,0,0,0
2390,L02390,L,297.7,308.9,1806,24.6,113,0,0,0,0,0,0
2391,M02391,M,301.5,312.1,1415,45.4,73,0,0,0,0,0,0
2392,M02392,M,297.4,306.7,1351,15.7,135,0,0,0,0,0,0
2393,L02393,L,300.3,309.9,1573,37.5,197,0,0,0,0,0,0
2394,L02394,L,298.8,306.2,1585,44.8,25,0,0,0,0,0,0
2395,M02395,M,298.9,308.8,1168,47.1,21,0,0,0,0,0,0
2396,H02396,H,297.8,308.6,1404,38.9,236,0,0,0,0,0,0
2397,L02397,L,298.8,308.5,1168,37.6,244,0,0,0,0,0,0
2398,L02398,L,300.0,309.4,1365,45.7,134,0,0,0,0,0,0
2399,L02399,L,300.5,310.2,1373,49.5,36,0,0,0,0,0,0
2400,M02400,M,298.4,309.6,1559,53.8,23,0,0,0,0,0,0
2401,M02401,M,299.8,309.8,1342,27.1,42,0,0,0,0,0,0
2402,M02402,M,301.8,313.6,1390,38.0,75,0,0,0,0,0,0
2403,M02403,M,296.7,306.1,1761,18.1,176,0,0,0,0,0,0
2404,H02404,H,300.0,310.2,1913,26.3,33,0,0,0,0,0,0
2405,H02405,H,298.1,307.7,1316,33.0,40,0,0,0,0,0,0
2406,L02406,L,297.9,310.0,1704,48.7,180,0,0,0,0,0,0
2407,M02407,M,300.5,310.7,1578,35.2,68,0,0,0,0,0,0
2408,L02408,L,298.9,311.0,1168,37.1,55,0,0,0,0,0,0
2409,L02409,L,297.6,307.1,1342,43.0,147,0,0,0,0,0,0
2410,H02410,H,302.6,314.2,1168,33.3,25,0,0,0,0,0,0
2411,M02411,M,301.8,312.0,1565,20.1,162,0,0,0,0,0,0
2412,H02412,H,296.1,307.0,1285,32.5,10,0,0,0,0,0,0
2413,L02413,L,297.1,305.8,1527,38.8,59,0,0,0,0,0,0
2414,M02414,M,301.2,311.5,2014,44.7,117,0,0,0,0,0,0
2415,L02415,L,299.4,308.4,1819,37.9,160,0,0,0,0,0,0
2416,L02416,L,303.0,313.3,1347,44.5,52,0,0,0,0,0,0
2417,L02417,L,301.2,309.7,1298,49.2,222,0,0,0,0,0,0
2418,M02418,M,300.6,310.5,1759,51.2,236,0,0,0,0,0,0
2419,L02419,L,298.0,309.1,1299,41.7,122,0,0,0,0,0,0
2420,H02420,H,301.0,311.5,1698,28.6,74,0,0,0,0,0,0
2421,L02421,L,297.4,306.2,2047,27.5,28,0,0,0,0,0,0
2422,L02422,L,302.6,310.7,1635,28.5,237,0,0,0,0,0,0
2423,M02423,M,300.8,311.3,1737,29.3,37,0,0,0,0,0,0
2424,L02424,L,298.4,309.9,1714,41.0,76,0,0,0,0,0,0
2425,H02425,H,301.6,310.6,1389,58.9,88,0,0,0,0,0,0
2426,M02426,M,304.5,316.6,1558,42.1,71,0,0,0,0,0,0
2427,L02427,L,299.6,309.6,1309,39.2,1,0,0,0,0,0,0
2428,M02428,M,301.1,309.1,1758,49.6,55,0,0,0,0,0,0
2429,M02429,M,299.1,307.6,1283,31.7,192,0,0,0,0,0,0
2430,M02430,M,300.2,310.9,1640,50.4,55,0,0,0,0,0,0
2431,H02431,H,297.0,307.1,1726,49.7,198,0,0,0,0,0,0
2432,M02432,M,300.0,311.5,1402,40.6,108,0,0,0,0,0,0
2433,M02433,M,300.1,308.9,1356,60.9,23,0,0,0,0,0,0
2434,L02434,L,303.6,313.7,1466,51.2,209,0,0,0,0,0,0
2435,M02435,M,296.4,306.4,1322,40.5,164,0,0,0,0,0,0
2436,H02436,H,299.4,309.3,1531,38.6,160,0,0,0,0,0,0
2437,M02437,M,302.6,312.2,1317,35.7,41,0,0,0,0,0,0
2438,M02438,M,299.5,309.2,1331,38.7,161,0,0,0,0,0,0
2439,L02439,L,299.7,309.8,1609,39.0,202,0,0,0,0,0,0
2440,M02440,M,298.3,308.6,1624,36.8,253,0,0,0,0,0,0
2441,H02441,H,298.1,308.4,1441,37.9,175,0,0,0,0,0,0
2442,L02442,L,296.3,307.6,1171,28.1,109,0,0,0,0,0,0
2443,L02443,L,298.7,307.5,1734,34.3,207,0,0,0,0,0,0
2444,M02444,M,298.0,306.2,1410,24.0,16,0,0,0,0,0,0
2445,L02445,L,300.2,311.3,1912,44.1,106,0,0,0,0,0,0
2446,M02446,M,298.4,307.5,1474,40.8,188,0,0,0,0,0,0
2447,L02447,L,299.0,308.7,1527,38.8,91,0,0,0,0,0,0
2448,L02448,L,299.1,308.5,1414,48.9,15,0,0,0,0,0,0
2449,M02449,M,299.9,309.3,1549,31.4,31,0,0,0,0,0,0
2450,M02450,M,298.9,307.5,2195,32.9,45,0,0,0,0,0,0
2451,M02451,M,297.9,307.3,1430,25.2,213,0,0,0,0,0,0
2452,M02452,M,300.2,310.8,1755,50.2,185,0,0,0,0,0,0
2453,M02453,M,302.1,312.1,1518,46.1,196,0,0,0,0,0,0
2454,M02454,M,300.3,310.8,1735,53.3,233,0,0,0,0,0,0
2455,M02455,M,298.8,308.3,1168,55.8,80,0,0,0,0,0,0
2456,M02456,M,299.8,310.7,1889,35.8,191,0,0,0,0,0,0
2457,M02457,M,295.9,305.4,1568,32.9,95,0,0,0,0,0,0
2458,L02458,L,299.7,307.6,1446,22.0,199,0,0,0,0,0,0
2459,L02459,L,299.2,309.5,1681,29.0,176,0,0,0,0,0,0
2460,M02460,M,298.1,308.9,1529,36.8,253,0,0,0,0,0,0
2461,H02461,H,298.5,307.9,1270,19.4,197,0,0,0,0,0,0
2462,M02462,M,299.2,310.4,1168,29.2,4,0,0,0,0,0,0
2463,L02463,L,302.0,311.1,1865,39.2,177,0,0,0,0,0,0
2464,M02464,M,302.2,312.9,1455,48.9,29,0,0,0,0,0,0
2465,L02465,L,298.1,309.9,1377,32.8,138,0,0,0,0,0,0
2466,M02466,M,299.0,309.0,1393,41.3,43,0,0,0,0,0,0
2467,H02467,H,299.0,308.8,1793,58.6,130,0,0,0,0,0,0
2468,M02468,M,301.6,311.5,1402,21.9,204,0,0,0,0,0,0
2469,M02469,M,300.3,311.9,1629,50.9,76,0,0,0,0,0,0
2470,L02470,L,300.2,310.6,1433,43.8,39,0,0,0,0,0,0
2471,L02471,L,301.1,313.2,1249,52.7,80,0,0,0,0,0,0
2472,H02472,H,298.8,309.1,1680,49.7,49,0,0,0,0,0,0
2473,M02473,M,302.7,312.1,1721,33.4,49,0,0,0,0,0,0
2474,M02474,M,300.0,309.4,1364,40.0,179,0,0,0,0,0,0
2475,L02475,L,298.3,308.3,1492,25.4,178,0,0,0,0,0,0
2476,L02476,L,299.5,307.5,1519,34.8,134,0,0,0,0,0,0
2477,L02477,L,302.5,312.0,1589,40.3,64,0,0,0,0,0,0
2478,L02478,L,299.1,308.7,1894,43.0,134,0,0,0,0,0,0
2479,L02479,L,301.9,312.1,1435,47.9,240,1,1,0,0,0,0
2480,H02480,H,298.7,310.7,1434,55.8,102,0,0,0,0,0,0
2481,M02481,M,298.5,308.5,1465,35.6,110,0,0,0,0,0,0
2482,L02482,L,301.3,309.4,1312,51.4,125,1,0,1,0,0,0
2483,L02483,L,298.3,307.3,1168,42.7,45,0,0,0,0,0,0
2484,L02484,L,301.6,311.9,1527,26.9,62,0,0,0,0,0,0
